[1721029503.735991389] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.762964940] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.790080825] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.794443956] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.821423160] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.847479938] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
[1721029562.391910579] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.12
2                      20.24
4                      38.40
8                      84.57
16                    187.33
32                    300.04
64                    461.67
128                   657.12
256                  1153.97
512                  2141.25
1024                 3678.13
2048                 6229.04
4096                 3935.69
8192                 7135.11
16384               10547.81
32768               15200.06
65536               19757.02
131072              23468.40
262144              25787.20
524288              25111.32
1048576             21966.24
2097152             18640.37
4194304             15695.49

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.45
2                      21.65
4                      48.55
8                      93.21
16                    147.69
32                    329.48
64                    441.86
128                   668.85
256                  1144.86
512                  2195.58
1024                 3687.25
2048                 6221.92
4096                 3949.27
8192                 7091.06
16384               10319.62
32768               15222.92
65536               19689.73
131072              23336.29
262144              25936.21
524288              25914.96
1048576             23008.36
2097152             18789.92
4194304             15569.62

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.36
2                      20.10
4                      43.52
8                      74.47
16                    187.83
32                    377.92
64                    464.94
128                   669.20
256                  1146.23
512                  2203.90
1024                 3693.07
2048                 6275.10
4096                 3833.34
8192                 6616.76
16384               10117.34
32768               14568.88
65536               18931.23
131072              22815.86
262144              25595.23
524288              25692.06
1048576             22909.31
2097152             18856.32
4194304             16147.13
[1721029571.477077864] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029571.504149565] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029571.530927530] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029571.535441369] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029571.562369676] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029571.588398646] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.61
2                      19.08
4                      39.11
8                      75.89
16                    156.37
32                    300.10
64                    463.77
128                   661.49
256                  1139.75
512                  2182.37
1024                 3687.69
2048                 6276.49
4096                 3989.05
8192                 7177.26
16384               10496.38
32768               15379.18
65536               19952.57
131072              23529.09
262144              26411.69
524288              25480.83
1048576             21844.94
2097152             18749.17
4194304             15580.70

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.50
2                      22.92
4                      44.30
8                      73.68
16                    146.50
32                    376.40
64                    461.94
128                   664.94
256                  1168.26
512                  2176.92
1024                 3678.80
2048                 6259.36
4096                 3900.50
8192                 6751.03
16384                9784.97
32768               14608.14
65536               19315.75
131072              23305.20
262144              26022.21
524288              25706.47
1048576             21953.47
2097152             18891.12
4194304             15905.20

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                      10.02
2                      20.35
4                      47.93
8                      75.73
16                    164.25
32                    344.09
64                    468.74
128                   660.74
256                  1137.39
512                  2215.58
1024                 3706.51
2048                 6263.25
4096                 3996.78
8192                 7187.78
16384               10623.29
32768               15303.25
65536               19798.55
131072              23338.01
262144              26409.09
524288              25814.86
1048576             21549.06
2097152             18800.72
4194304             16242.69
[1721029580.650439170] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029580.677294017] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029580.701316010] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029580.704171874] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029580.728489570] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029580.754664379] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                      10.07
2                      21.05
4                      47.12
8                      92.07
16                    166.51
32                    287.03
64                    438.53
128                   658.58
256                  1163.93
512                  2159.77
1024                 3668.14
2048                 6243.88
4096                 3969.30
8192                 6830.92
16384               10244.61
32768               15231.45
65536               19555.76
131072              23525.35
262144              26227.16
524288              25353.19
1048576             21676.33
2097152             18753.97
4194304             15797.05

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.30
2                      19.39
4                      39.93
8                      71.90
16                    142.85
32                    276.91
64                    462.81
128                   651.04
256                  1165.75
512                  2181.66
1024                 3707.91
2048                 6213.31
4096                 3849.88
8192                 6700.18
16384               10043.16
32768               14696.89
65536               19245.47
131072              22854.14
262144              25730.18
524288              25654.64
1048576             22222.66
2097152             18792.76
4194304             16023.17

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.58
2                      20.25
4                      37.85
8                      90.66
16                    143.47
32                    301.91
64                    469.46
128                   661.64
256                  1178.97
512                  2216.83
1024                 3709.94
2048                 6250.17
4096                 3840.28
8192                 6654.36
16384                9938.96
32768               14482.51
65536               18910.22
131072              22743.79
262144              25176.19
524288              25405.32
1048576             22053.13
2097152             18828.75
4194304             15591.08
[1721029589.833729906] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029589.860967847] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029589.887834683] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029589.888707499] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029589.915769428] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029589.941889079] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.56
2                      20.36
4                      44.81
8                      90.35
16                    142.74
32                    374.24
64                    456.29
128                   642.25
256                  1153.55
512                  2122.38
1024                 3620.60
2048                 6163.59
4096                 3960.68
8192                 6988.53
16384               10560.24
32768               15302.23
65536               19891.86
131072              23603.87
262144              26743.18
524288              25547.04
1048576             22029.86
2097152             18749.93
4194304             15878.00

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                      10.07
2                      18.68
4                      34.90
8                      73.78
16                    156.34
32                    307.32
64                    457.03
128                   645.85
256                  1157.05
512                  2147.36
1024                 3695.60
2048                 6207.44
4096                 3929.22
8192                 6733.27
16384               10174.17
32768               15247.80
65536               19626.89
131072              23086.50
262144              25581.61
524288              25656.17
1048576             22043.23
2097152             18918.06
4194304             16014.73
